identifier,data_index,monotonic_sec,approx_realtime_sec,message_timestamp,brick_voltage[0],brick_voltage[1],brick_voltage[2],brick_voltage[3],brick_voltage[4],brick_voltage[5],brick_voltage[6],brick_voltage[7],brick_voltage[8],brick_voltage[9],brick_voltage[10],brick_voltage[11],brick_voltage[12],brick_voltage[13],brick_voltage_raw[0],brick_voltage_raw[1],brick_voltage_raw[2],brick_voltage_raw[3],brick_voltage_raw[4],brick_voltage_raw[5],brick_voltage_raw[6],brick_voltage_raw[7],brick_voltage_raw[8],brick_voltage_raw[9],brick_voltage_raw[10],brick_voltage_raw[11],brick_voltage_raw[12],brick_voltage_raw[13],brick_voltage_filtered[0],brick_voltage_filtered[1],brick_voltage_filtered[2],brick_voltage_filtered[3],brick_voltage_filtered[4],brick_voltage_filtered[5],brick_voltage_filtered[6],brick_voltage_filtered[7],brick_voltage_filtered[8],brick_voltage_filtered[9],brick_voltage_filtered[10],brick_voltage_filtered[11],brick_voltage_filtered[12],brick_voltage_filtered[13],pack_voltage,pack_voltage_raw,pack_voltage_filtered,pack_current,temperature[0],temperature[1],temperature[2],temperature[3],temperature[4],temperature[5],temperature[6],pack_temperature[0],pack_temperature[1],pack_temperature[2],pack_temperature[3],pack_temperature[4],pack_temperature[5],shunt_temperature,accumulated_charge,brick_balancing_active_bitfield,hw_uv_brick_bitfield,hw_uv_vsum,hw_uv_vbatt_warning,hw_uv_vbatt_critical,timestamp,current,current_counter
/shunt.status,15,1987698.73672,1717095915.00231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,16,1987698.75325,1717095915.01884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,18,1987698.75717,1717095915.02276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/battery_monitor.zip_battery_telemetry,17,1987698.75717,1717095915.02276,,3.524311065673828,3.524755954742432,3.524755954742432,3.5251121520996094,3.523242950439453,3.5246670246124268,3.5233967304229736,3.522859573364258,3.52297592163086,3.523599147796631,3.523955106735229,3.523242950439453,3.523599147796631,3.523154020309448,3.524311065673828,3.524755954742432,3.524755954742432,3.5251121520996094,3.523242950439453,3.5246670246124268,3.523421049118042,3.5228869915008545,3.52297592163086,3.523599147796631,3.523955106735229,3.523242950439453,3.523599147796631,3.523154020309448,3.524121046066284,3.524442434310913,3.524580717086792,3.5249037742614746,3.523419141769409,3.5247814655303955,3.523748874664306,3.52290153503418,3.5233426094055176,3.523491859436035,3.524042844772339,3.523470163345337,3.523813247680664,3.52332067489624,49.33367919921875,49.33367919921875,49.334415435791016,0.2660000026226043,22.58951568603516,22.75786399841309,22.99905204772949,22.850906372070312,23.5378360748291,22.68878746032715,23.258031845092773,22.58951568603516,22.75786399841309,22.850906372070312,23.5378360748291,22.68878746032715,23.258031845092773,22.99905204772949,0.0507677718997001,,0.0,False,False,False,,,
/shunt.status,22,1987698.77631,1717095915.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,24,1987698.81246,1717095915.07805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,25,1987698.82317,1717095915.08875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,26,1987698.83325,1717095915.09883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0070000002160668,1256.0
/shunt.status,27,1987698.85599,1717095915.12157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/battery_monitor.zip_battery_telemetry,28,1987698.85688,1717095915.12246,,3.5240440368652344,3.5237770080566406,3.5242221355438232,3.5250229835510254,3.5227980613708496,3.524311065673828,3.523608922958374,3.5234320163726807,3.523242950439453,3.523421049118042,3.523865938186645,3.523955106735229,3.523688077926636,3.5237770080566406,3.5240440368652344,3.5237770080566406,3.5242221355438232,3.5250229835510254,3.5227980613708496,3.524311065673828,3.523599147796631,3.523421049118042,3.523242950439453,3.523421049118042,3.523865938186645,3.523955106735229,3.523688077926636,3.5237770080566406,3.524100542068481,3.524264335632324,3.524484634399414,3.524935722351074,3.5232529640197754,3.52465558052063,3.523711442947388,3.523043632507324,3.523315906524658,3.523472785949707,3.5239953994750977,3.5236001014709477,3.5237796306610107,3.52344274520874,49.33314514160156,49.33314514160156,49.334075927734375,-0.1064000055193901,22.58763313293457,22.787677764892575,23.00089836120605,22.85461807250977,23.550479888916016,22.675701141357425,23.248897552490234,22.58763313293457,22.787677764892575,22.85461807250977,23.550479888916016,22.675701141357425,23.248897552490234,23.00089836120605,0.0507724024355411,,0.0,False,False,False,,,
/shunt.status,32,1987698.87234,1717095915.13792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,33,1987698.87696,1717095915.14254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,34,1987698.8958,1717095915.16138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,37,1987698.9322,1717095915.19778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,38,1987698.94271,1717095915.20829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,39,1987698.95293,1717095915.21851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0049999998882412,1256.0
/battery_monitor.zip_battery_telemetry,40,1987698.95674,1717095915.22232,,3.5237770080566406,3.524578094482422,3.524399995803833,3.524488925933838,3.5227980613708496,3.524399995803833,3.523852586746216,3.521981954574585,3.5227980613708496,3.52297592163086,3.5240440368652344,3.523421049118042,3.523509979248047,3.523332118988037,3.5237770080566406,3.524578094482422,3.524399995803833,3.524488925933838,3.5227980613708496,3.524399995803833,3.523865938186645,3.5219969749450684,3.5227980613708496,3.52297592163086,3.5240440368652344,3.523421049118042,3.523509979248047,3.523332118988037,3.524013996124268,3.524348258972168,3.5244619846343994,3.524816036224365,3.5231311321258545,3.524587154388428,3.5237491130828857,3.522759437561035,3.523177146911621,3.5233397483825684,3.524008512496948,3.523552179336548,3.523707389831543,3.523413181304932,49.33038711547852,49.33038711547852,49.33308792114258,0.1463000178337097,22.58951568603516,22.77463722229004,22.9953556060791,22.84347152709961,23.56672096252441,22.679443359375,23.26534652709961,22.58951568603516,22.77463722229004,22.84347152709961,23.56672096252441,22.679443359375,23.26534652709961,22.9953556060791,0.0507766865193843,,0.0,False,False,False,,,
/shunt.status,45,1987698.97483,1717095915.24041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,46,1987698.99117,1717095915.25675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,47,1987698.99519,1717095915.26077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,49,1987699.01453,1717095915.28012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,50,1987699.05141,1717095915.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/battery_monitor.zip_battery_telemetry,51,1987699.05633,1717095915.32191,,3.524755954742432,3.523599147796631,3.5249340534210205,3.5252010822296143,3.523242950439453,3.524488925933838,3.5239369869232178,3.523489475250244,3.523332118988037,3.523599147796631,3.524399995803833,3.523421049118042,3.523865938186645,3.523421049118042,3.524755954742432,3.523599147796631,3.5249340534210205,3.5252010822296143,3.523242950439453,3.524488925933838,3.523955106735229,3.523509979248047,3.523332118988037,3.523599147796631,3.524399995803833,3.523421049118042,3.523865938186645,3.523421049118042,3.524212598800659,3.524147748947144,3.5245883464813232,3.524919033050537,3.5231611728668213,3.5245609283447266,3.523799419403076,3.5229549407958984,3.5232186317443848,3.523409128189087,3.524113416671753,3.52351713180542,3.523749828338623,3.523415327072144,49.33572769165039,49.33572769165039,49.33379364013672,0.1995000094175338,22.595138549804688,22.75040435791016,23.002748489379883,22.852760314941406,23.550479888916016,22.696266174316406,23.26351547241211,22.595138549804688,22.75040435791016,22.852760314941406,23.550479888916016,22.696266174316406,23.26351547241211,23.002748489379883,0.0507809519767761,,0.0,False,False,False,,,
/shunt.status,55,1987699.06203,1717095915.3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,56,1987699.07228,1717095915.33786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,57,1987699.09476,1717095915.36034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,59,1987699.11108,1717095915.37667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,60,1987699.11553,1717095915.38112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,61,1987699.1346,1717095915.40019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/battery_monitor.zip_battery_telemetry,62,1987699.1565,1717095915.42209,,3.5242221355438232,3.5241329669952397,3.5250229835510254,3.5256459712982178,3.5237770080566406,3.524578094482422,3.5230553150177,3.5233211517333984,3.523421049118042,3.523865938186645,3.5240440368652344,3.523332118988037,3.524311065673828,3.523421049118042,3.5242221355438232,3.5241329669952397,3.5250229835510254,3.5256459712982178,3.5237770080566406,3.524578094482422,3.523065090179444,3.523332118988037,3.523421049118042,3.523865938186645,3.5240440368652344,3.523332118988037,3.524311065673828,3.523421049118042,3.5242152214050293,3.524143695831299,3.524704694747925,3.525113582611084,3.52332615852356,3.524565458297729,3.5236001014709477,3.523052930831909,3.523272752761841,3.523531436920166,3.524094820022583,3.523467540740967,3.523900032043457,3.523416757583618,49.3361701965332,49.3361701965332,49.33443069458008,0.1064000055193901,22.578248977661133,22.754133224487305,22.9953556060791,22.850906372070312,23.539640426635746,22.681310653686523,23.258031845092773,22.578248977661133,22.754133224487305,22.850906372070312,23.539640426635746,22.681310653686523,23.258031845092773,22.9953556060791,0.0507851503789424,,0.0,False,False,False,,,
/shunt.status,66,1987699.17064,1717095915.43622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,67,1987699.18127,1717095915.44685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,68,1987699.19147,1717095915.45705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0020000000949949,1256.0
/shunt.status,69,1987699.21364,1717095915.47923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0049999998882412,1256.0
/shunt.status,70,1987699.22993,1717095915.49552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0049999998882412,1256.0
/shunt.status,71,1987699.23396,1717095915.49955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0049999998882412,1256.0
/shunt.status,72,1987699.25371,1717095915.5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0049999998882412,1256.0
/shunt.status,73,1987699.28942,1717095915.55501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,74,1987699.29955,1717095915.56513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,75,1987699.30979,1717095915.57537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,76,1987699.3327,1717095915.59828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,77,1987699.34914,1717095915.61471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,78,1987699.35285,1717095915.61842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,79,1987699.37249,1717095915.63807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,80,1987699.40873,1717095915.6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0020000000949949,1256.0
/shunt.status,81,1987699.41954,1717095915.68512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0020000000949949,1256.0
/shunt.status,82,1987699.42967,1717095915.69525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.003000000026077,1256.0
/shunt.status,83,1987699.45291,1717095915.71849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,84,1987699.46926,1717095915.73485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,85,1987699.47358,1717095915.73916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,87,1987699.4924,1717095915.75799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,88,1987699.52843,1717095915.79401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,89,1987699.53918,1717095915.80476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,90,1987699.54925,1717095915.81483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0040000001899898,1256.0
/shunt.status,92,1987699.57943,1717095915.84501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0020000000949949,1256.0
/shunt.status,93,1987699.58841,1717095915.85399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0020000000949949,1256.0
/shunt.status,94,1987699.59262,1717095915.85819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0020000000949949,1256.0
/shunt.status,95,1987699.61192,1717095915.8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0020000000949949,1256.0
/shunt.status,96,1987699.64835,1717095915.91393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,97,1987699.65907,1717095915.92465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,98,1987699.66919,1717095915.93477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,99,1987699.69162,1717095915.9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0040000001899898,1256.0
/shunt.status,100,1987699.70806,1717095915.97365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0040000001899898,1256.0
/shunt.status,101,1987699.71253,1717095915.97811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0040000001899898,1256.0
/shunt.status,102,1987699.73163,1717095915.99721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0040000001899898,1256.0
/shunt.status,103,1987699.76805,1717095916.03364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0020000000949949,1256.0
/shunt.status,104,1987699.77863,1717095916.04421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0020000000949949,1256.0
/shunt.status,105,1987699.78829,1717095916.05387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.003000000026077,1256.0
/shunt.status,106,1987699.81076,1717095916.07634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,107,1987699.82697,1717095916.09255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,108,1987699.83157,1717095916.09715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,109,1987699.85091,1717095916.11649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,110,1987699.88728,1717095916.15286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0040000001899898,1256.0
/shunt.status,111,1987699.8981,1717095916.16368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0040000001899898,1256.0
/shunt.status,112,1987699.90849,1717095916.17407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,0.0,1256.0
/shunt.status,113,1987699.93099,1717095916.19657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,114,1987699.94716,1717095916.21274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,115,1987699.95205,1717095916.21763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
/shunt.status,116,1987699.97089,1717095916.23647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717095936.0,-0.0010000000474974,1256.0
